thicket,PC1_28C,PC1_31C,PC2_28C,PC2_31C,dPC1,dPC2,displacement
a,1.4553027018003262,-2.2537556884654917,0.31048513535701205,0.3834104013058212,-3.7090583902658176,0.07292526594880916,3.709775227263097
c,1.2991614338836208,0.28119561240287494,-0.42211968848449216,-0.5160147425433241,-1.0179658214807459,-0.09389505405883197,1.0222869924241826
d,1.297898369552625,-2.079802429173953,0.20438544077649484,0.039853453588484286,-3.377700798726578,-0.16453198718801054,3.381705702826046
