trait,chisq_genet_main,df_genet_main,p_genet_main,chisq_genet_trt_int,df_genet_trt_int,p_genet_trt_int
hole_in_center,1.1332533051014906,2,0.5674363738075798,0.021611161267685475,2,0.9892525899417612
polyp_in_hole,1.1332533051014906,2,0.5674363738075798,0.021611161267685475,2,0.9892525899417612
wound_smoothed,0.4830962096867495,2,0.7854110208060794,1.1107075422582113,2,0.5738692069238918
pigment_over_wound,1.159502049083585,2,0.5600377848729157,13.274996202449358,2,0.001310301387777536
tip_exist,3.8112263157670014,2,0.1487314188157293,2.384413575960238,2,0.3035506524588345
tip_extension,3.4674754528418674,2,0.17662300618992244,0.926412611307839,2,0.6292627986427318
new_corallites_on_tip,1.378263905243955,2,0.5020116498827291,11.302337121169707,2,0.0035134087441612864
