species,date,day,treatment,tank,thicket ,sample,id,wounded,health_status,color,paling,notes,hole_at_center
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,3.0,a,gene/physio,162.0,no,alive,D5,no,
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,3.0,a,gene/physio,172.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,3.0,c,gene/physio,129.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,3.0,c,gene/physio,139.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,3.0,d,gene/physio,113.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,3.0,d,gene/physio,156.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,4.0,a,gene/physio,152.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,4.0,a,gene/physio,165.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,4.0,c,gene/physio,133.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,4.0,c,gene/physio,141.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,4.0,d,gene/physio,143.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,4.0,d,gene/physio,150.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,5.0,a,gene/physio,161.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,5.0,a,gene/physio,170.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,5.0,c,gene/physio,115.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,5.0,c,gene/physio,124.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,5.0,d,gene/physio,126.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,31.0,5.0,d,gene/physio,154.0,no,alive,D4,slight,slight paling at top half
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,6.0,a,gene/physio,169.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,6.0,a,gene/physio,179.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,6.0,c,gene/physio,117.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,6.0,c,gene/physio,123.0,no,alive,D4,no,
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,6.0,d,gene/physio,145.0,no,alive,D4,no,D4 light
a. pulchra,2025-05-30 00:00:00,-4.0,28.0,6.0,d,gene/physio,146.0,no,alive,D4,no,
